season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed(mph),windspeed(ms),cnt
-1.3482131516004447,-1.001368926034455,-1.6001607217042708,-0.17198100124354548,1.4988086343932514,-1.4712247158412495,1.1104265893342204,-0.8266621329842934,-0.6799460188035078,1.2501713303313917,-0.38789169056300277,-0.3878916905646537,985
-1.3482131516004447,-1.001368926034455,-1.6001607217042708,-0.17198100124354548,-1.496077320253127,-1.4712247158412495,1.1104265893342204,-0.7210947086258752,-0.7406523110229758,0.47911298258682533,0.7496017172737983,0.7496017172718233,801
-1.3482131516004447,-1.001368926034455,-1.6001607217042708,-0.17198100124354548,-0.9969296611453973,0.6797058187186571,-0.7260481545646826,-1.6346566450472233,-1.7497670010486759,-1.3392739765111128,0.7466318617370082,0.7466318617350773,1349
-1.3482131516004447,-1.001368926034455,-1.6001607217042708,-0.17198100124354548,-0.4977820020376675,0.6797058187186571,-0.7260481545646826,-1.6147797274889817,-1.610270254098478,-0.26318155713133257,-0.3898285528696054,-0.38982855287122686,1562
-1.3482131516004447,-1.001368926034455,-1.6001607217042708,-0.17198100124354548,0.0013656570700622296,0.6797058187186571,-0.7260481545646826,-1.4674139225886722,-1.5049706891602381,-1.3414941434227747,-0.04630665417061387,-0.046306654172237414,1600
-1.3482131516004447,-1.001368926034455,-1.6001607217042708,-0.17198100124354548,0.5005133161777919,0.6797058187186571,-0.7260481545646826,-1.5910105202438676,-1.4807827380118983,-0.7702648694171235,-1.3031340224417987,-1.3031340224419037,1606
-1.3482131516004447,-1.001368926034455,-1.6001607217042708,-0.17198100124354548,0.9996609752855217,0.6797058187186571,1.1104265893342204,-1.6337929066054735,-1.6304299503716433,-0.9077255201344383,-0.2809768912385538,-0.280976891237504,1510
-1.3482131516004447,-1.001368926034455,-1.6001607217042708,-0.17198100124354548,1.4988086343932514,-1.4712247158412495,1.1104265893342204,-1.8061141924335533,-1.9164913122008889,-0.6468067271015259,0.9854469841410771,0.9854469841420155,959
-1.3482131516004447,-1.001368926034455,-1.6001607217042708,-0.17198100124354548,-1.496077320253127,-1.4712247158412495,-0.7260481545646826,-1.9518946546243219,-2.1994455140197107,-1.3610962500162485,2.2140116576343205,2.214011657628819,822
-1.3482131516004447,-1.001368926034455,-1.6001607217042708,-0.17198100124354548,-0.9969296611453973,0.6797058187186571,-0.7260481545646826,-1.8835609171441177,-1.9862857404192253,-1.0185863229797494,0.4232791558574358,0.4232791558577899,1321
-1.3482131516004447,-1.001368926034455,-1.6001607217042708,-0.17198100124354548,-0.4977820020376675,0.6797058187186571,1.1104265893342204,-1.7837499268310322,-1.7371234388718717,0.4108006949852685,-0.8826179733307505,-0.8826179733301212,1263
-1.3482131516004447,-1.001368926034455,-1.6001607217042708,-0.17198100124354548,0.0013656570700622296,0.6797058187186571,-0.7260481545646826,-1.7638730092727901,-1.9274277785616893,-0.19917611230461435,1.4738332709585462,1.4738332709603168,1162
-1.3482131516004447,-1.001368926034455,-1.6001607217042708,-0.17198100124354548,0.5005133161777919,0.6797058187186571,-0.7260481545646826,-1.8061141924335533,-1.9863164435813838,-1.1064093811942364,1.426999940384902,1.4269999403826366,1406
-1.3482131516004447,-1.001368926034455,-1.6001607217042708,-0.17198100124354548,0.9996609752855217,0.6797058187186571,-0.7260481545646826,-1.8286916592970128,-1.7558585084208902,-0.6328042186998081,-0.8255967470243777,-0.8255967470254695,1421
-1.3482131516004447,-1.001368926034455,-1.6001607217042708,-0.17198100124354548,1.4988086343932514,-1.4712247158412495,1.1104265893342204,-1.4325582497747698,-1.389268892882753,-0.9073461245229516,-0.41995321794496027,-0.41995321794569684,1248
-1.3482131516004447,-1.001368926034455,-1.6001607217042708,-0.17198100124354548,-1.496077320253127,-1.4712247158412495,-0.7260481545646826,-1.4416657703061313,-1.4745929805207771,-1.0127337943803358,-0.026511921397137716,-0.026511921395179886,1204
-1.3482131516004447,-1.001368926034455,-1.6001607217042708,5.814595756329395,-0.9969296611453973,-1.4712247158412495,1.1104265893342204,-1.746893442183709,-1.827347751190367,-0.6350946440580421,0.04559100606997863,0.04559100607171267,1000
-1.3482131516004447,-1.001368926034455,-1.6001607217042708,-0.17198100124354548,-0.4977820020376675,0.6797058187186571,1.1104265893342204,-1.5236662552823763,-1.4861619320220394,1.6424523409192058,-0.5644173211867404,-0.564417321187025,683
-1.3482131516004447,-1.001368926034455,-1.6001607217042708,-0.17198100124354548,0.0013656570700622296,0.6797058187186571,1.1104265893342204,-1.1108922140089539,-1.0803336752455448,0.7998568428754463,0.230238545966069,0.23023854596502083,1650
-1.3482131516004447,-1.001368926034455,-1.6001607217042708,-0.17198100124354548,0.5005133161777919,0.6797058187186571,1.1104265893342204,-1.2776648003536413,-1.3466651850718416,-0.6292421154586285,0.06995673388703609,0.06995673388883417,1927
-1.3482131516004447,-1.001368926034455,-1.6001607217042708,-0.17198100124354548,0.9996609752855217,0.6797058187186571,-0.7260481545646826,-1.737780454953349,-1.9436390481812922,-1.2000919938527936,2.101570344528366,2.101570344531457,1543
-1.3482131516004447,-1.001368926034455,-1.6001607217042708,-0.17198100124354548,1.4988086343932514,-1.4712247158412495,-0.7260481545646826,-2.3848714287162918,-2.427296136649718,-1.6011482844173985,-0.2390890157544339,-0.23908901575315306,981
-1.3482131516004447,-1.001368926034455,-1.6001607217042708,-0.17198100124354548,-1.496077320253127,-1.4712247158412495,-0.7260481545646826,-2.180464446456807,-2.305898903791861,-1.3445503858486392,0.724564543857119,0.7245645438568142,986
-1.3482131516004447,-1.001368926034455,-1.6001607217042708,-0.17198100124354548,-0.9969296611453973,0.6797058187186571,-0.7260481545646826,-2.175710605007784,-2.1886687041021333,-0.9566043214142927,-0.4152143615014734,-0.41521436150185026,1416
-1.3482131516004447,-1.001368926034455,-1.6001607217042708,-0.17198100124354548,-0.4977820020376675,0.6797058187186571,1.1104265893342204,-1.4864325684041628,-1.4726955250993918,-0.07684210513416266,-0.7836572218787484,-0.7836572218787475,1985
-1.3482131516004447,-1.001368926034455,-1.6001607217042708,-0.17198100124354548,0.0013656570700622296,0.6797058187186571,2.9469013332331233,-1.5191124950166957,-1.662600723681151,1.6483048695186189,1.3346761704368568,1.334676170435982,506
-1.3482131516004447,-1.001368926034455,-1.6001607217042708,-0.17198100124354548,0.5005133161777919,0.6797058187186571,-0.7260481545646826,-1.642113222481063,-1.5637365415312992,0.4187820545158014,-0.9897264588858605,-0.9897264588857726,431
-1.3482131516004447,-1.001368926034455,-1.6001607217042708,-0.17198100124354548,0.9996609752855217,0.6797058187186571,1.1104265893342204,-1.5957665483724897,-1.5415258740259565,1.160310777166329,-0.8675362721700071,-0.8675362721678801,1167
-1.3482131516004447,-1.001368926034455,-1.6001607217042708,-0.17198100124354548,1.4988086343932514,-1.4712247158412495,-0.7260481545646826,-1.6337929066054735,-1.6102456915687513,0.16753082373114023,-0.5826238268688027,-0.5826238268688128,1098
-1.3482131516004447,-1.001368926034455,-1.6001607217042708,-0.17198100124354548,-1.496077320253127,-1.4712247158412495,-0.7260481545646826,-1.5244589266371469,-1.375698095208767,0.662396192158131,-1.5043430263008764,-1.5043430263021746,1096
-1.3482131516004447,-1.001368926034455,-1.6001607217042708,-0.17198100124354548,-0.9969296611453973,0.6797058187186571,1.1104265893342204,-1.7195599471916276,-1.7691406963705878,-0.16963243552126117,-0.04253622888042782,-0.04253622887952198,1501
-1.3482131516004447,-1.001368926034455,-1.3102679118986147,-0.17198100124354548,-0.4977820020376675,0.6797058187186571,1.1104265893342204,-1.6575621138505878,-1.4726709625696652,1.416908675735089,-1.7725287287222635,-1.772528728724177,1360
-1.3482131516004447,-1.001368926034455,-1.3102679118986147,-0.17198100124354548,0.0013656570700622296,0.6797058187186571,1.1104265893342204,-1.2867777875840012,-1.3505522054010872,1.0364732392392457,0.9532175953592137,0.9532175953571885,1526
-1.3482131516004447,-1.001368926034455,-1.3102679118986147,-0.17198100124354548,0.5005133161777919,0.6797058187186571,-0.7260481545646826,-1.6860818825253259,-1.8205500710885107,-1.3353886844157037,1.126812107692293,1.126812107692826,1550
-1.3482131516004447,-1.001368926034455,-1.3102679118986147,-0.17198100124354548,0.9996609752855217,0.6797058187186571,1.1104265893342204,-1.5529841620108833,-1.5091647411110671,-0.2998424145523879,-0.8089268187722203,-0.8089268187722696,1708
-1.3482131516004447,-1.001368926034455,-1.3102679118986147,-0.17198100124354548,1.4988086343932514,-1.4712247158412495,1.1104265893342204,-1.4325582497747698,-1.420303649192402,2.1166968552774352,-0.3797181316291413,-0.37971813162703494,1005
-1.3482131516004447,-1.001368926034455,-1.3102679118986147,-0.17198100124354548,-1.496077320253127,-1.4712247158412495,-0.7260481545646826,-1.1455565523579119,-1.121789084791734,-0.4184667757438598,-0.6286565876890515,-0.6286565876905237,1623
-1.3482131516004447,-1.001368926034455,-1.3102679118986147,-0.17198100124354548,-0.9969296611453973,0.6797058187186571,-0.7260481545646826,-1.2229978103694779,-1.048181323833332,0.7759268159731623,-1.873306257017859,-1.8733062570195906,1712
-1.3482131516004447,-1.001368926034455,-1.3102679118986147,-0.17198100124354548,-0.4977820020376675,0.6797058187186571,-0.7260481545646826,-1.500891987254974,-1.6954776697203005,-0.6321648668360068,2.2140116576343205,2.214011657628819,1530
-1.3482131516004447,-1.001368926034455,-1.3102679118986147,-0.17198100124354548,0.0013656570700622296,0.6797058187186571,1.1104265893342204,-1.9713014360687,-2.0268446176303914,-0.9352176502779014,-0.02126948075393422,-0.02126948075291743,1605
-1.3482131516004447,-1.001368926034455,-1.3102679118986147,-0.17198100124354548,0.5005133161777919,0.6797058187186571,-0.7260481545646826,-1.9190124601488474,-1.9945141878776602,-1.338444926841568,0.4060798185748072,0.4060798185728339,1538
-1.3482131516004447,-1.001368926034455,-1.3102679118986147,-0.17198100124354548,0.9996609752855217,0.6797058187186571,-0.7260481545646826,-1.6744159468627053,-1.6017531969157546,-0.8538513433033431,-1.0579943989859042,-1.057994398985219,1746
-1.3482131516004447,-1.001368926034455,-1.3102679118986147,-0.17198100124354548,1.4988086343932514,-1.4712247158412495,-0.7260481545646826,-1.4917790000246138,-1.4823485992819736,-0.5882533377287633,0.16632208984819172,0.16632208984810645,1472
-1.3482131516004447,-1.001368926034455,-1.3102679118986147,-0.17198100124354548,-1.496077320253127,-1.4712247158412495,-0.7260481545646826,-0.977789026795513,-0.9225746874435669,-1.1979280336983888,0.9089925726917933,0.9089925726925907,1589
-1.3482131516004447,-1.001368926034455,-1.3102679118986147,-0.17198100124354548,-0.9969296611453973,0.6797058187186571,-0.7260481545646826,-0.43943944282946873,-0.46671255761384234,-1.770941872246959,2.9365645973200127,2.936564597318284,1913
-1.3482131516004447,-1.001368926034455,-1.3102679118986147,-0.17198100124354548,-0.4977820020376675,0.6797058187186571,-0.7260481545646826,-1.253501990780641,-1.351430315838816,-2.2029259309923774,1.3027050299625402,1.3027050299630096,1815
